G1	G2	1
G1	G3	1
G1	G4	1
G1	G37	1
G1	G42	1
G2	G5	1
G3	G5	1
G4	G5	1
G4	G46	1
G4	G85	1
G5	G6	1
G5	G7	1
G5	G8	1
G5	G9	1
G5	G10	1
G5	G11	1
G5	G12	1
G5	G13	1
G5	G14	1
G5	G15	1
G5	G16	1
G5	G17	1
G5	G18	1
G5	G19	1
G5	G20	1
G5	G21	1
G5	G22	1
G7	G25	1
G8	G37	1
G9	G38	1
G9	G46	1
G9	G85	1
G10	G37	1
G10	G44	1
G10	G46	1
G10	G50	1
G10	G62	1
G10	G96	1
G10	G100	1
G11	G85	1
G12	G85	1
G13	G85	1
G14	G15	1
G16	G46	1
G16	G85	1
G17	G46	1
G17	G85	1
G18	G46	1
G18	G85	1
G19	G63	1
G19	G83	1
G20	G63	1
G20	G83	1
G21	G91	1
G21	G96	1
G22	G46	1
G23	G24	1
G23	G37	1
G23	G72	1
G24	G37	1
G24	G46	1
G24	G72	1
G24	G75	1
G25	G37	1
G25	G85	1
G26	G27	1
G26	G28	1
G26	G29	1
G26	G30	1
G26	G31	1
G26	G32	1
G26	G33	1
G26	G34	1
G26	G35	1
G28	G64	1
G28	G90	1
G28	G92	1
G28	G93	1
G29	G37	1
G31	G44	1
G36	G37	1
G37	G46	1
G37	G47	1
G37	G48	1
G37	G51	1
G37	G59	1
G37	G60	1
G37	G61	1
G37	G62	1
G37	G64	1
G37	G67	1
G37	G68	1
G37	G69	1
G37	G70	1
G37	G71	1
G37	G72	1
G37	G73	1
G37	G74	1
G37	G75	1
G38	G39	1
G38	G85	1
G39	G85	1
G40	G41	1
G41	G63	1
G43	G44	1
G43	G45	1
G44	G45	1
G44	G50	1
G44	G62	1
G44	G63	1
G44	G64	1
G46	G47	1
G46	G48	1
G46	G49	1
G46	G50	1
G46	G51	1
G46	G52	1
G46	G53	1
G46	G54	1
G46	G55	1
G46	G56	1
G46	G57	1
G46	G58	1
G46	G59	1
G46	G60	1
G46	G61	1
G49	G83	1
G50	G62	1
G51	G63	1
G54	G55	1
G54	G81	1
G54	G82	1
G54	G99	1
G55	G82	1
G55	G99	1
G56	G57	1
G58	G85	1
G59	G63	1
G60	G63	1
G61	G63	1
G62	G96	1
G63	G75	1
G63	G78	1
G63	G79	1
G63	G80	1
G64	G93	1
G64	G94	1
G64	G95	1
G65	G66	1
G67	G68	1
G67	G69	1
G68	G69	1
G70	G90	1
G72	G76	1
G72	G77	1
G73	G89	1
G83	G84	1
G83	G85	1
G84	G85	1
G85	G86	1
G85	G87	1
G85	G88	1
G86	G87	1
G88	G100	1
G91	G92	1
G93	G94	1
G93	G95	1
G96	G97	1
G98	G99	1
G1	G5	0
G1	G6	0
G1	G7	0
G1	G8	0
G1	G9	0
G1	G10	0
G1	G11	0
G1	G12	0
G1	G13	0
G1	G14	0
G1	G15	0
G1	G16	0
G1	G17	0
G1	G18	0
G1	G19	0
G1	G20	0
G1	G21	0
G1	G22	0
G1	G23	0
G1	G24	0
G1	G25	0
G1	G26	0
G1	G27	0
G1	G28	0
G1	G29	0
G1	G30	0
G1	G31	0
G1	G32	0
G1	G33	0
G1	G34	0
G1	G35	0
G1	G36	0
G1	G38	0
G1	G39	0
G1	G40	0
G1	G41	0
G1	G43	0
G1	G44	0
G1	G45	0
G1	G46	0
G1	G47	0
G1	G48	0
G1	G49	0
G1	G50	0
G1	G51	0
G1	G52	0
G1	G53	0
G1	G54	0
G1	G55	0
G1	G56	0
G1	G57	0
G1	G58	0
G1	G59	0
G1	G60	0
G1	G61	0
G1	G62	0
G1	G63	0
G1	G64	0
G1	G65	0
G1	G66	0
G1	G67	0
G1	G68	0
G1	G69	0
G1	G70	0
G1	G71	0
G1	G72	0
G1	G73	0
G1	G74	0
G1	G75	0
G1	G76	0
G1	G77	0
G1	G78	0
G1	G79	0
G1	G80	0
G1	G81	0
G1	G82	0
G1	G83	0
G1	G84	0
G1	G85	0
G1	G86	0
G1	G87	0
G1	G88	0
G1	G89	0
G1	G90	0
G1	G91	0
G1	G92	0
G1	G93	0
G1	G94	0
G1	G95	0
G1	G96	0
G1	G97	0
G1	G98	0
G1	G99	0
G1	G100	0
G2	G3	0
G2	G4	0
G2	G6	0
G2	G7	0
G2	G8	0
G2	G9	0
G2	G10	0
G2	G11	0
G2	G12	0
G2	G13	0
G2	G14	0
G2	G15	0
G2	G16	0
G2	G17	0
G2	G18	0
G2	G19	0
G2	G20	0
G2	G21	0
G2	G22	0
G2	G23	0
G2	G24	0
G2	G25	0
G2	G26	0
G2	G27	0
G2	G28	0
G2	G29	0
G2	G30	0
G2	G31	0
G2	G32	0
G2	G33	0
G2	G34	0
G2	G35	0
G2	G36	0
G2	G37	0
G2	G38	0
G2	G39	0
G2	G40	0
G2	G41	0
G2	G42	0
G2	G43	0
G2	G44	0
G2	G45	0
G2	G46	0
G2	G47	0
G2	G48	0
G2	G49	0
G2	G50	0
G2	G51	0
G2	G52	0
G2	G53	0
G2	G54	0
G2	G55	0
G2	G56	0
G2	G57	0
G2	G58	0
G2	G59	0
G2	G60	0
G2	G61	0
G2	G62	0
G2	G63	0
G2	G64	0
G2	G65	0
G2	G66	0
G2	G67	0
G2	G68	0
G2	G69	0
G2	G70	0
G2	G71	0
G2	G72	0
G2	G73	0
G2	G74	0
G2	G75	0
G2	G76	0
G2	G77	0
G2	G78	0
G2	G79	0
G2	G80	0
G2	G81	0
G2	G82	0
G2	G83	0
G2	G84	0
G2	G85	0
G2	G86	0
G2	G87	0
G2	G88	0
G2	G89	0
G2	G90	0
G2	G91	0
G2	G92	0
G2	G93	0
G2	G94	0
G2	G95	0
G2	G96	0
G2	G97	0
G2	G98	0
G2	G99	0
G2	G100	0
G3	G4	0
G3	G6	0
G3	G7	0
G3	G8	0
G3	G9	0
G3	G10	0
G3	G11	0
G3	G12	0
G3	G13	0
G3	G14	0
G3	G15	0
G3	G16	0
G3	G17	0
G3	G18	0
G3	G19	0
G3	G20	0
G3	G21	0
G3	G22	0
G3	G23	0
G3	G24	0
G3	G25	0
G3	G26	0
G3	G27	0
G3	G28	0
G3	G29	0
G3	G30	0
G3	G31	0
G3	G32	0
G3	G33	0
G3	G34	0
G3	G35	0
G3	G36	0
G3	G37	0
G3	G38	0
G3	G39	0
G3	G40	0
G3	G41	0
G3	G42	0
G3	G43	0
G3	G44	0
G3	G45	0
G3	G46	0
G3	G47	0
G3	G48	0
G3	G49	0
G3	G50	0
G3	G51	0
G3	G52	0
G3	G53	0
G3	G54	0
G3	G55	0
G3	G56	0
G3	G57	0
G3	G58	0
G3	G59	0
G3	G60	0
G3	G61	0
G3	G62	0
G3	G63	0
G3	G64	0
G3	G65	0
G3	G66	0
G3	G67	0
G3	G68	0
G3	G69	0
G3	G70	0
G3	G71	0
G3	G72	0
G3	G73	0
G3	G74	0
G3	G75	0
G3	G76	0
G3	G77	0
G3	G78	0
G3	G79	0
G3	G80	0
G3	G81	0
G3	G82	0
G3	G83	0
G3	G84	0
G3	G85	0
G3	G86	0
G3	G87	0
G3	G88	0
G3	G89	0
G3	G90	0
G3	G91	0
G3	G92	0
G3	G93	0
G3	G94	0
G3	G95	0
G3	G96	0
G3	G97	0
G3	G98	0
G3	G99	0
G3	G100	0
G4	G6	0
G4	G7	0
G4	G8	0
G4	G9	0
G4	G10	0
G4	G11	0
G4	G12	0
G4	G13	0
G4	G14	0
G4	G15	0
G4	G16	0
G4	G17	0
G4	G18	0
G4	G19	0
G4	G20	0
G4	G21	0
G4	G22	0
G4	G23	0
G4	G24	0
G4	G25	0
G4	G26	0
G4	G27	0
G4	G28	0
G4	G29	0
G4	G30	0
G4	G31	0
G4	G32	0
G4	G33	0
G4	G34	0
G4	G35	0
G4	G36	0
G4	G37	0
G4	G38	0
G4	G39	0
G4	G40	0
G4	G41	0
G4	G42	0
G4	G43	0
G4	G44	0
G4	G45	0
G4	G47	0
G4	G48	0
G4	G49	0
G4	G50	0
G4	G51	0
G4	G52	0
G4	G53	0
G4	G54	0
G4	G55	0
G4	G56	0
G4	G57	0
G4	G58	0
G4	G59	0
G4	G60	0
