0.354809	0.312743	0.537949	0.584435	0.625289	0.040511	0.625280	0.553058	0.066483	0.625289	0.013927	0.346760	0.031780	0.018362	0.008351	0.022642	0.310748	0.055685	0.056847	0.002224	0.034914	0.440732	0.622290	0.613552	0.359614	0.625289	0.453412	0.290472	0.591104	0.452276	0.243598	0.017344	0.192553	0.105437	0.620303	0.625289	0.000000	0.096353	0.055999	0.625289	0.042004	0.625289	0.625289	0.560445	0.605850	0.000000	0.008127	0.027295	0.106431	0.252662	0.625284	0.059713	0.026468	0.337403	0.135854	0.625289	0.625289	0.448873	0.034429	0.101484	0.001177	0.546915	0.611608	0.558836	0.481965	0.320041	0.258085	0.289629	0.062099	0.625289	0.625289	0.625289	0.625289	0.625288	0.561606	0.037891	0.519010	0.095368	0.150899	0.025046	0.463025	0.072839	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.624081	0.625289	0.625289	0.427378	0.625289	0.426327	0.485270	0.625289	0.253295	0.625289	0.550852	0.625289
0.136652	0.029489	0.059852	0.441238	0.000000	0.625289	0.003924	0.183007	0.038166	0.297523	0.625289	0.625289	0.625289	0.533165	0.625289	0.022642	0.327737	0.483782	0.328461	0.263378	0.016946	0.039988	0.114773	0.113654	0.322693	0.625289	0.453412	0.348111	0.176059	0.452276	0.130371	0.017344	0.192553	0.105437	0.620303	0.625289	0.616237	0.625289	0.482559	0.625289	0.041998	0.625289	0.625289	0.402456	0.605850	0.625289	0.575638	0.563345	0.398635	0.145911	0.602276	0.615832	0.402136	0.233077	0.488693	0.296363	0.245480	0.011168	0.084865	0.239862	0.015478	0.236772	0.592905	0.395110	0.482027	0.319986	0.341484	0.420491	0.444925	0.017291	0.167177	0.019994	0.039227	0.065625	0.362655	0.625288	0.016437	0.098952	0.159302	0.025251	0.377185	0.109194	0.625289	0.608697	0.000000	0.115657	0.625289	0.332942	0.035107	0.625289	0.625289	0.427378	0.625289	0.413801	0.444299	0.625289	0.253295	0.625289	0.550852	0.625289
0.354809	0.137106	0.188985	0.584435	0.000000	0.625289	0.003924	0.371935	0.034368	0.625051	0.213230	0.625289	0.625289	0.533165	0.625289	0.022642	0.310748	0.481307	0.322565	0.263378	0.016946	0.039988	0.622170	0.613547	0.359614	0.625289	0.453412	0.290481	0.591103	0.452276	0.243560	0.017344	0.192553	0.105437	0.620303	0.625289	0.002309	0.096353	0.055999	0.625289	0.042004	0.625289	0.625289	0.560398	0.605850	0.000000	0.008127	0.027296	0.106431	0.252651	0.607257	0.059713	0.026468	0.337403	0.135846	0.625289	0.625289	0.448873	0.034430	0.101479	0.001177	0.546896	0.611605	0.558824	0.482083	0.319935	0.264130	0.602966	0.062497	0.625091	0.625289	0.625285	0.624070	0.625288	0.561603	0.037894	0.519010	0.095369	0.150901	0.025046	0.463015	0.072843	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.624070	0.625289	0.625289	0.427378	0.625289	0.426326	0.485266	0.625289	0.253295	0.625289	0.550852	0.625289
0.354809	0.312743	0.537949	0.584435	0.625289	0.040511	0.625287	0.553058	0.525005	0.625052	0.221743	0.625289	0.625289	0.018362	0.008351	0.022642	0.028901	0.038876	0.056847	0.002224	0.034914	0.440732	0.622170	0.613547	0.625289	0.625289	0.453412	0.290477	0.591103	0.452276	0.243564	0.017344	0.192553	0.105437	0.620303	0.625289	0.002309	0.625289	0.482559	0.625289	0.042004	0.625289	0.625289	0.560398	0.605850	0.000000	0.008127	0.027296	0.106431	0.252652	0.607257	0.059713	0.026468	0.337403	0.135846	0.625289	0.625289	0.232829	0.034430	0.101478	0.001177	0.546898	0.611605	0.558824	0.482083	0.319935	0.264130	0.602966	0.062497	0.625091	0.625289	0.625285	0.624070	0.625288	0.561605	0.037894	0.519010	0.095369	0.150900	0.025046	0.463015	0.072843	0.625289	0.608697	0.000000	0.115657	0.625289	0.332942	0.624070	0.625289	0.625289	0.427378	0.625289	0.426326	0.485267	0.625289	0.253295	0.625289	0.550852	0.625289
0.354809	0.312743	0.537949	0.495198	0.625289	0.040511	0.625280	0.553058	0.013659	0.450037	0.013927	0.346760	0.031780	0.018362	0.008351	0.097868	0.341678	0.489013	0.126150	0.263378	0.034914	0.154576	0.622290	0.613552	0.359614	0.625289	0.453412	0.295016	0.591104	0.452276	0.201907	0.017344	0.192553	0.105437	0.620303	0.625289	0.000000	0.096353	0.055999	0.625289	0.041524	0.625289	0.625289	0.502878	0.605850	0.625289	0.419153	0.320925	0.398635	0.152160	0.625289	0.615832	0.402136	0.233077	0.488693	0.296363	0.245480	0.232018	0.497191	0.547540	0.592070	0.524979	0.000000	0.543350	0.481965	0.320041	0.258085	0.289629	0.062099	0.625289	0.625289	0.625289	0.625289	0.625288	0.363246	0.037891	0.519010	0.625289	0.625289	0.625289	0.377185	0.109194	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.624081	0.625289	0.625289	0.427378	0.625289	0.425777	0.482219	0.625289	0.253295	0.625289	0.550852	0.625289
0.354809	0.312743	0.537949	0.584435	0.625289	0.040511	0.625280	0.553058	0.066483	0.625052	0.013927	0.346760	0.031780	0.018362	0.008351	0.022642	0.310748	0.055685	0.126150	0.263378	0.034914	0.440732	0.622170	0.613547	0.359614	0.625289	0.453412	0.290477	0.591103	0.452276	0.243564	0.017344	0.192553	0.105437	0.620303	0.625289	0.002309	0.096353	0.055999	0.625289	0.041524	0.625289	0.625289	0.560398	0.605850	0.000000	0.008127	0.027296	0.106431	0.252652	0.625289	0.059713	0.026468	0.337403	0.135846	0.625289	0.625289	0.448873	0.355600	0.322663	0.332537	0.546898	0.000000	0.558824	0.482083	0.319935	0.264130	0.602966	0.062497	0.625091	0.625289	0.625285	0.624070	0.625288	0.363246	0.037894	0.519010	0.625289	0.625289	0.625289	0.463015	0.072843	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.624070	0.625289	0.625289	0.427378	0.625289	0.426326	0.485267	0.625289	0.253295	0.625289	0.550852	0.625289
0.134374	0.233907	0.493845	0.336608	0.625289	0.040511	0.625133	0.409268	0.013659	0.447070	0.013927	0.346760	0.031780	0.018362	0.008351	0.097868	0.341678	0.489013	0.057178	0.002272	0.034914	0.154576	0.113956	0.111301	0.122963	0.625289	0.453412	0.625286	0.175447	0.452276	0.200732	0.017344	0.192553	0.105437	0.620303	0.625289	0.620059	0.096353	0.055999	0.625289	0.042003	0.625289	0.625289	0.501319	0.605850	0.625289	0.575838	0.563605	0.398635	0.153635	0.602144	0.615832	0.402136	0.233077	0.488693	0.296363	0.245480	0.232018	0.082771	0.237909	0.015015	0.277254	0.606949	0.000000	0.481444	0.320506	0.341437	0.420285	0.445475	0.017291	0.166892	0.019854	0.039034	0.064379	0.372367	0.625288	0.016370	0.096239	0.152935	0.025094	0.377185	0.109194	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.035088	0.625289	0.625289	0.427378	0.000000	0.050017	0.037588	0.625289	0.253295	0.625289	0.550852	0.625289
0.354809	0.312743	0.537949	0.495198	0.625289	0.040511	0.625280	0.553058	0.013659	0.509494	0.013927	0.346760	0.031780	0.018362	0.008351	0.097868	0.341678	0.489013	0.124350	0.262277	0.034914	0.154576	0.622290	0.613552	0.359614	0.625289	0.453412	0.404022	0.591104	0.452276	0.027970	0.017344	0.192553	0.105437	0.620303	0.625289	0.000000	0.096353	0.055999	0.625289	0.041524	0.625289	0.625289	0.000000	0.605850	0.625289	0.419153	0.320925	0.398635	0.031416	0.625289	0.615832	0.402136	0.233077	0.488693	0.296363	0.245480	0.232018	0.495115	0.539776	0.578030	0.365842	0.025878	0.272757	0.481965	0.320041	0.258085	0.289629	0.062099	0.625289	0.625289	0.625289	0.625289	0.625288	0.363246	0.037891	0.519010	0.590752	0.624317	0.624990	0.377185	0.109194	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.624081	0.625289	0.625289	0.427378	0.625289	0.371323	0.400752	0.625289	0.253295	0.625289	0.550852	0.625289
0.000000	0.004426	0.004614	0.047593	0.000000	0.625289	0.003924	0.183007	0.005116	0.297523	0.213230	0.625289	0.625289	0.533165	0.625289	0.364069	0.609584	0.621463	0.328461	0.263378	0.016946	0.039988	0.114773	0.113654	0.122963	0.625289	0.453412	0.348111	0.176059	0.452276	0.130371	0.017344	0.192553	0.105437	0.620303	0.625289	0.616237	0.096353	0.055999	0.625289	0.041998	0.625289	0.625289	0.402456	0.605850	0.625289	0.575638	0.563345	0.398635	0.145911	0.602276	0.615832	0.402136	0.233077	0.488693	0.296363	0.245480	0.232018	0.084865	0.239862	0.015478	0.236772	0.592905	0.395110	0.482027	0.319986	0.341484	0.420491	0.444925	0.017291	0.167177	0.019994	0.039227	0.065625	0.362655	0.625288	0.016437	0.098952	0.159302	0.025251	0.377185	0.109194	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.035107	0.625289	0.625289	0.427378	0.625289	0.413801	0.444299	0.625289	0.253295	0.625289	0.550852	0.625289
0.134374	0.233907	0.493845	0.336608	0.625289	0.040511	0.625133	0.409268	0.013659	0.447070	0.013927	0.346760	0.031780	0.018362	0.008351	0.097868	0.341678	0.489013	0.057178	0.002272	0.034914	0.154576	0.113956	0.111301	0.122963	0.625289	0.453412	0.331513	0.175447	0.452276	0.200732	0.017344	0.192553	0.105437	0.620303	0.625289	0.620059	0.096353	0.055999	0.625289	0.042003	0.625289	0.625289	0.501319	0.605850	0.625289	0.575838	0.563605	0.398635	0.153635	0.602144	0.615832	0.402136	0.098598	0.454042	0.296363	0.245480	0.232018	0.082771	0.237909	0.015015	0.277254	0.606949	0.436440	0.481552	0.320410	0.341437	0.420285	0.445475	0.017291	0.166892	0.019854	0.039034	0.064379	0.372367	0.625288	0.016370	0.096239	0.152935	0.025094	0.169904	0.000000	0.625289	0.167184	0.548014	0.187816	0.136712	0.070690	0.035088	0.625289	0.625289	0.427378	0.625289	0.419007	0.456573	0.625289	0.253295	0.625289	0.000000	0.625289
